"","stat_id","IP","date","team_key","year","stat_name","IP_round","ERA","WHIP","run_per_inning","run_per_out","wh_per_out","true_WHIP"
"211",50,5.667,16547,"346.l.49099.t.7",2015,"IP",6,7.94,1.59,0.882222222222222,0.294074074074074,0.53,1.08
"212",50,14.667,16547,"346.l.49099.t.8",2015,"IP",15,4.3,1.3,0.477777777777778,0.159259259259259,0.433333333333333,1.08
"213",50,2,16547,"346.l.49099.t.9",2015,"IP",2,0,1,0,0,0.333333333333333,1.08
"214",50,NA,16547,"346.l.49099.t.10",2015,"IP",23,1.59,1.06,0.176666666666667,0.0588888888888889,0.353333333333333,1.08
"215",50,NA,16547,"346.l.49099.t.11",2015,"IP",NA,NA,NA,NA,NA,NA,1.08
"216",50,14,16547,"346.l.49099.t.12",2015,"IP",14,5.14,1.5,0.571111111111111,0.19037037037037,0.5,1.08
"217",50,2,16548,"346.l.49099.t.1",2015,"IP",2,0,0.5,0,0,0.166666666666667,1.08
"218",50,NA,16548,"346.l.49099.t.2",2015,"IP",13,4.38,1.22,0.486666666666667,0.162222222222222,0.406666666666667,1.08
"219",50,6.667,16548,"346.l.49099.t.3",2015,"IP",7,2.7,1.95,0.3,0.1,0.65,1.08
"220",50,3,16548,"346.l.49099.t.4",2015,"IP",3,0,1.33,0,0,0.443333333333333,1.08
"221",50,2.667,16548,"346.l.49099.t.5",2015,"IP",3,3.38,0.38,0.375555555555556,0.125185185185185,0.126666666666667,1.08
"222",50,1.333,16548,"346.l.49099.t.6",2015,"IP",2,0,1.5,0,0,0.5,1.08
"223",50,2,16548,"346.l.49099.t.7",2015,"IP",2,0,0.5,0,0,0.166666666666667,1.08
"224",50,26,16548,"346.l.49099.t.8",2015,"IP",26,3.12,1.27,0.346666666666667,0.115555555555556,0.423333333333333,1.08
"225",50,14,16548,"346.l.49099.t.9",2015,"IP",14,2.57,1,0.285555555555556,0.0951851851851852,0.333333333333333,1.08
"226",50,1,16548,"346.l.49099.t.10",2015,"IP",1,0,1,0,0,0.333333333333333,1.08
